,Date,Departure Time,Revenue ($),Passengers (First Class),Passengers (Business Class),Passengers (Economy Class),Origin,Destination,Pod,Distance (km),Flight Number,Aircraft Type,Departure Gate,Arrival Gate,Airline
2273,2023-07-03,18:17,2163.0,9.0,22.0,75.0,ORD,SIN,A,2641.0,987.0,Boeing 777,A,D,American Airlines
2274,2023-06-13,14:11,1768.0,1.0,27.0,79.8,SYD,HND,B,2147.0,233.0,Boeing 737,B,B,American Airlines
2279,2023-06-13,17:22,1841.0,10.0,30.0,206.85,AMS,CDG,B,1423.0,391.0,Airbus A380,A,D,American Airlines
2281,2023-07-03,22:31,1101.0,1.0,16.0,131.25,DXB,CDG,B,4123.0,182.0,Boeing 777,B,D,British Airways
2283,2023-06-13,01:07,1856.0,2.0,18.0,94.5,DXB,LAX,B,1443.0,633.0,Airbus A320,A,D,Emirates
2286,2023-06-23,22:43,4020.0,6.0,29.0,69.3,DXB,CDG,B,4706.0,202.0,Boeing 777,D,B,British Airways
2287,2023-06-13,17:53,4118.0,1.0,29.0,93.0,JFK,CDG,A,3710.0,503.0,Airbus A380,C,D,Emirates
2288,2023-07-04,11:05,3136.0,9.0,29.0,169.05,AMS,LAX,B,2036.0,945.0,Boeing 777,A,C,Qantas
2301,2023-06-30,10:46,1840.0,1.0,25.0,102.9,AMS,BOG,B,2128.0,774.0,Airbus A380,B,C,Qantas
2303,2023-06-20,04:31,3893.0,1.0,16.0,112.0,ORD,LHR,A,3776.0,179.0,Airbus A380,D,D,Qantas
2308,2023-06-16,05:49,1454.0,5.0,18.0,185.85,SYD,CDG,B,4918.0,609.0,Boeing 777,D,A,Emirates
2309,2023-06-18,23:37,1767.0,1.0,28.0,90.3,AMS,BOG,B,3916.0,265.0,Boeing 737,D,C,American Airlines
2318,2023-07-03,09:02,3515.0,4.0,18.0,177.45000000000002,AMS,BOG,B,4025.0,110.0,Airbus A320,D,B,American Airlines
2320,2023-07-02,11:39,3380.0,1.0,28.0,197.0,LHR,HND,A,3594.0,810.0,Boeing 777,A,C,British Airways
2322,2023-06-23,22:11,4792.0,7.0,10.0,136.5,AMS,HND,B,4941.0,894.0,Airbus A380,B,A,Qantas
2324,2023-07-05,22:57,4533.0,8.0,24.0,57.75,DXB,LHR,B,1176.0,173.0,Airbus A380,D,B,British Airways
2327,2023-07-04,07:39,1031.0,3.0,15.0,180.6,AMS,CDG,B,3613.0,408.0,Airbus A380,D,C,Emirates
2328,2023-06-24,15:18,1264.0,3.0,20.0,92.4,DXB,LHR,B,2256.0,534.0,Boeing 737,C,D,Emirates
2330,2023-06-28,08:09,4371.0,3.0,19.0,143.85,SYD,LHR,B,1875.0,187.0,Airbus A380,A,B,Qantas
2336,2023-06-08,06:39,1546.0,8.0,26.0,168.0,JFK,HND,A,2208.0,797.0,Airbus A380,B,C,American Airlines
2337,2023-07-01,23:40,4516.0,1.0,28.0,180.0,JFK,LAX,A,3248.0,968.0,Boeing 777,D,A,Qantas
2338,2023-06-13,09:00,1544.0,4.0,14.0,52.0,LHR,BOG,A,1661.0,776.0,Airbus A320,C,B,American Airlines
2342,2023-06-16,03:59,4174.0,3.0,25.0,192.0,JFK,BOG,A,4243.0,295.0,Boeing 777,C,D,British Airways
2343,2023-06-20,04:17,4020.0,7.0,12.0,210.0,DXB,SIN,B,3372.0,484.0,Boeing 777,B,A,Emirates
2346,2023-07-04,06:00,4784.0,8.0,11.0,123.9,SYD,CDG,B,4490.0,867.0,Airbus A380,D,A,Emirates
2349,2023-06-07,18:47,1237.0,1.0,28.0,149.1,DXB,BOG,B,1315.0,927.0,Airbus A320,C,D,Qantas
2350,2023-07-05,22:07,4449.0,3.0,10.0,100.0,LHR,BOG,A,4927.0,604.0,Boeing 737,C,C,British Airways
2352,2023-07-05,19:20,2618.0,2.0,26.0,158.0,ORD,CDG,A,1210.0,789.0,Boeing 777,A,B,Emirates
2354,2023-06-07,07:25,3130.0,9.0,10.0,206.85,DXB,BOG,B,2061.0,783.0,Airbus A320,B,A,Qantas
2355,2023-06-07,14:03,4734.0,3.0,16.0,174.3,AMS,HND,B,1070.0,980.0,Airbus A380,D,B,Qantas
2356,2023-06-09,14:12,2260.0,8.0,19.0,99.75,SYD,CDG,B,1877.0,641.0,Airbus A320,D,D,Emirates
2357,2023-06-25,22:26,3453.0,2.0,20.0,144.0,ORD,BOG,A,3396.0,812.0,Boeing 777,C,B,American Airlines
2358,2023-06-06,04:28,4071.0,1.0,28.0,70.0,JFK,CDG,A,2337.0,983.0,Airbus A320,C,D,American Airlines
2359,2023-06-06,01:58,1823.0,3.0,27.0,98.7,SYD,SIN,B,3760.0,154.0,Airbus A380,C,C,Emirates
2362,2023-06-18,12:52,3083.0,3.0,28.0,86.10000000000001,AMS,HND,B,2100.0,761.0,Boeing 777,C,A,British Airways
2366,2023-06-17,16:25,2439.0,5.0,27.0,102.0,ORD,HND,A,3860.0,337.0,Boeing 777,B,D,American Airlines
2368,2023-06-26,16:51,3828.0,6.0,25.0,61.95,AMS,BOG,B,1774.0,455.0,Airbus A320,D,C,American Airlines
2369,2023-07-02,11:09,2756.0,7.0,14.0,141.0,LHR,SIN,A,1510.0,244.0,Boeing 777,B,C,Qantas
2371,2023-07-03,21:26,1154.0,7.0,11.0,148.0,LHR,LHR,A,3492.0,567.0,Boeing 737,B,D,American Airlines
2373,2023-07-02,05:07,3980.0,10.0,19.0,121.8,SYD,HND,B,3377.0,618.0,Boeing 737,B,C,American Airlines
2374,2023-06-13,23:00,1099.0,1.0,18.0,67.0,JFK,HND,A,3779.0,651.0,Boeing 737,A,A,Qantas
2375,2023-06-19,14:01,1519.0,1.0,22.0,128.1,SYD,HND,B,1323.0,546.0,Boeing 737,D,D,American Airlines
2378,2023-06-16,10:31,2610.0,3.0,17.0,121.0,ORD,LAX,A,2840.0,725.0,Boeing 777,D,D,American Airlines
2380,2023-06-29,01:56,4233.0,6.0,23.0,88.2,AMS,SIN,B,3775.0,744.0,Boeing 737,C,A,Qantas
2381,2023-06-27,05:57,1235.0,1.0,25.0,132.3,DXB,LHR,B,3363.0,755.0,Airbus A380,B,B,British Airways
2382,2023-06-08,08:32,2179.0,10.0,20.0,196.0,ORD,LHR,A,4303.0,443.0,Airbus A380,C,C,Emirates
2384,2023-06-23,03:16,3057.0,10.0,12.0,58.0,LHR,HND,A,1531.0,739.0,Airbus A320,B,A,Emirates
2385,2023-06-19,00:06,1289.0,5.0,25.0,58.8,SYD,HND,B,4112.0,114.0,Boeing 777,C,C,Emirates
2389,2023-06-06,17:50,4177.0,10.0,10.0,81.9,DXB,LAX,B,4922.0,773.0,Airbus A320,D,C,Emirates
2392,2023-06-07,16:43,3978.0,3.0,11.0,113.4,DXB,BOG,B,4527.0,772.0,Boeing 777,B,A,British Airways
2395,2023-07-01,18:14,4330.0,8.0,13.0,140.0,ORD,CDG,A,1560.0,653.0,Airbus A320,B,B,American Airlines
2396,2023-06-27,11:02,3302.0,6.0,19.0,194.0,ORD,LAX,A,2191.0,631.0,Boeing 777,B,A,Emirates
2398,2023-06-14,05:23,1582.0,2.0,12.0,76.65,AMS,HND,B,2458.0,289.0,Boeing 737,C,C,Emirates
2405,2023-06-27,07:34,1900.0,9.0,23.0,152.0,LHR,HND,A,4711.0,193.0,Boeing 737,D,B,Qantas
2407,2023-06-23,01:40,4657.0,7.0,23.0,109.2,SYD,HND,B,3780.0,369.0,Boeing 777,D,C,Qantas
2408,2023-06-23,13:12,2409.0,1.0,14.0,165.0,ORD,HND,A,3303.0,736.0,Airbus A320,B,D,British Airways
2411,2023-06-16,22:17,1707.0,1.0,15.0,93.45,DXB,LAX,B,4778.0,289.0,Boeing 777,C,B,American Airlines
2413,2023-07-03,15:15,3866.0,1.0,14.0,56.0,ORD,LHR,A,3852.0,368.0,Boeing 777,A,A,American Airlines
2414,2023-06-11,15:01,3208.0,7.0,29.0,166.0,JFK,SIN,A,1399.0,289.0,Airbus A320,A,B,Emirates
2421,2023-06-07,08:02,2721.0,7.0,11.0,107.1,AMS,SIN,B,4414.0,652.0,Airbus A320,A,D,American Airlines
2422,2023-06-26,16:15,1477.0,2.0,11.0,53.55,DXB,LAX,B,1178.0,454.0,Airbus A380,B,B,Qantas
2423,2023-07-03,23:59,3054.0,6.0,24.0,120.0,LHR,SIN,A,4918.0,787.0,Airbus A380,A,B,British Airways
2428,2023-06-29,14:54,1690.0,10.0,18.0,145.0,LHR,LAX,A,4460.0,726.0,Boeing 777,C,D,American Airlines
2431,2023-06-21,00:08,2354.0,5.0,29.0,67.0,ORD,CDG,A,3109.0,690.0,Airbus A380,B,C,Qantas
2432,2023-06-16,07:28,3836.0,8.0,19.0,198.45,DXB,HND,B,3419.0,720.0,Boeing 737,D,A,British Airways
2436,2023-06-16,21:54,1192.0,2.0,18.0,62.0,JFK,BOG,A,1394.0,406.0,Boeing 777,A,B,Qantas
2440,2023-06-29,11:29,1854.0,1.0,11.0,158.0,ORD,SIN,A,1630.0,389.0,Boeing 737,B,B,Emirates
2442,2023-06-12,18:16,4613.0,6.0,22.0,119.7,SYD,BOG,B,3152.0,724.0,Boeing 737,A,C,American Airlines
2444,2023-06-19,21:04,3141.0,5.0,26.0,142.8,SYD,LHR,B,4424.0,385.0,Boeing 777,A,D,British Airways
2445,2023-06-11,00:46,4642.0,2.0,14.0,60.0,ORD,SIN,A,3350.0,919.0,Boeing 737,B,C,Emirates
2449,2023-06-14,14:51,2202.0,1.0,17.0,205.8,AMS,HND,B,2198.0,345.0,Airbus A380,B,C,American Airlines
2450,2023-07-02,20:00,3248.0,7.0,13.0,63.0,SYD,LAX,B,1900.0,349.0,Airbus A320,A,C,British Airways
2456,2023-06-28,08:21,1397.0,10.0,16.0,160.65,DXB,SIN,B,4782.0,865.0,Airbus A320,B,B,American Airlines
2458,2023-06-25,07:16,3651.0,1.0,25.0,149.0,LHR,SIN,A,2845.0,574.0,Airbus A380,D,D,Emirates
2460,2023-06-24,12:09,1725.0,7.0,15.0,187.95,SYD,LAX,B,1217.0,686.0,Airbus A380,B,C,American Airlines
2461,2023-06-09,02:44,2525.0,6.0,13.0,91.0,JFK,LHR,A,2962.0,132.0,Boeing 777,A,D,British Airways
2462,2023-06-23,00:56,1293.0,9.0,20.0,102.9,SYD,LAX,B,3924.0,309.0,Airbus A320,C,A,American Airlines
2463,2023-07-02,22:52,2522.0,8.0,24.0,112.35,AMS,HND,B,3962.0,400.0,Boeing 737,D,B,British Airways
2464,2023-06-29,17:24,4001.0,7.0,14.0,109.2,DXB,BOG,B,3354.0,466.0,Airbus A380,B,D,Emirates
2465,2023-06-16,07:15,2289.0,9.0,17.0,158.55,AMS,BOG,B,4538.0,832.0,Airbus A320,C,A,American Airlines
2466,2023-06-30,12:43,3260.0,4.0,10.0,161.70000000000002,SYD,CDG,B,2371.0,612.0,Airbus A320,D,B,Qantas
2467,2023-06-29,17:51,4387.0,10.0,14.0,158.55,AMS,BOG,B,4107.0,232.0,Boeing 777,C,A,American Airlines
2472,2023-06-08,20:09,4705.0,6.0,28.0,186.0,LHR,BOG,A,1126.0,430.0,Boeing 777,A,C,Emirates
2474,2023-06-17,20:27,1101.0,3.0,15.0,55.0,LHR,SIN,A,1046.0,246.0,Boeing 737,A,D,British Airways
2475,2023-07-04,02:29,3569.0,7.0,30.0,196.0,ORD,HND,A,4218.0,862.0,Airbus A380,C,D,Emirates
2476,2023-06-26,08:06,1349.0,4.0,11.0,60.0,JFK,BOG,A,4512.0,143.0,Airbus A380,B,B,American Airlines
2479,2023-06-19,11:35,4360.0,5.0,16.0,94.0,JFK,SIN,A,2574.0,258.0,Boeing 737,D,D,British Airways
2482,2023-06-06,06:55,4385.0,5.0,23.0,86.0,JFK,CDG,A,3908.0,239.0,Airbus A380,B,B,British Airways
2485,2023-06-24,12:38,2905.0,7.0,12.0,193.0,ORD,BOG,A,3317.0,248.0,Airbus A320,C,D,Emirates
2493,2023-06-15,11:30,3992.0,5.0,30.0,50.0,LHR,HND,A,4879.0,919.0,Boeing 777,A,C,American Airlines
2503,2023-06-15,11:48,4993.0,1.0,25.0,55.0,JFK,CDG,A,1073.0,991.0,Boeing 737,A,D,American Airlines
2506,2023-06-10,19:01,4301.0,8.0,14.0,127.0,ORD,SIN,A,2351.0,989.0,Airbus A380,D,C,British Airways
2507,2023-07-01,00:03,4691.0,3.0,26.0,152.0,JFK,LAX,A,3406.0,723.0,Airbus A320,B,C,Qantas
2510,2023-06-25,20:03,2216.0,9.0,29.0,68.0,LHR,CDG,A,4859.0,782.0,Boeing 737,C,D,American Airlines
2513,2023-06-26,16:57,1033.0,5.0,16.0,82.0,LHR,LAX,A,4318.0,952.0,Boeing 737,C,A,American Airlines
2514,2023-06-14,09:48,4374.0,9.0,24.0,175.35,AMS,HND,B,3862.0,470.0,Airbus A380,D,C,British Airways
2515,2023-06-09,19:56,2087.0,1.0,26.0,96.0,JFK,BOG,A,4606.0,340.0,Airbus A380,D,A,Emirates
2519,2023-06-10,05:33,3795.0,6.0,15.0,174.0,LHR,SIN,A,3478.0,991.0,Boeing 737,D,D,American Airlines
2526,2023-06-28,22:03,1923.0,10.0,15.0,131.25,DXB,BOG,B,1665.0,723.0,Boeing 737,D,B,British Airways
2531,2023-07-01,19:00,2232.0,2.0,15.0,125.0,LHR,LHR,A,2819.0,964.0,Airbus A320,A,B,American Airlines
2533,2023-07-03,09:41,3514.0,9.0,13.0,191.0,ORD,HND,A,1035.0,822.0,Airbus A320,A,D,American Airlines
2539,2023-06-16,11:06,4485.0,10.0,24.0,90.3,DXB,BOG,B,4886.0,182.0,Boeing 777,B,B,British Airways
2540,2023-06-30,23:48,3490.0,4.0,29.0,140.0,ORD,HND,A,2615.0,448.0,Airbus A380,D,C,American Airlines
2543,2023-06-21,17:08,4404.0,9.0,18.0,94.5,DXB,CDG,B,1810.0,686.0,Boeing 737,A,D,British Airways
2546,2023-06-06,09:02,4142.0,9.0,25.0,148.0,LHR,SIN,A,3180.0,545.0,Airbus A380,A,C,Emirates
2547,2023-06-23,00:05,4028.0,2.0,11.0,158.55,SYD,LAX,B,4058.0,258.0,Airbus A320,A,C,Emirates
2550,2023-06-26,04:45,1537.0,5.0,13.0,109.2,DXB,HND,B,4910.0,159.0,Boeing 737,D,A,British Airways
2551,2023-06-11,18:23,2958.0,2.0,20.0,175.0,ORD,HND,A,4564.0,602.0,Boeing 777,C,C,Emirates
2554,2023-06-16,08:00,2342.0,4.0,20.0,132.0,JFK,SIN,A,2839.0,705.0,Boeing 777,D,B,Qantas
2557,2023-06-27,09:23,3608.0,9.0,12.0,177.0,JFK,SIN,A,3920.0,722.0,Boeing 737,A,C,British Airways
2559,2023-06-18,19:59,3257.0,7.0,24.0,202.65,AMS,HND,B,1999.0,690.0,Airbus A320,C,D,Emirates
2560,2023-06-14,16:31,2157.0,6.0,11.0,109.0,LHR,SIN,A,1772.0,598.0,Boeing 737,C,C,Emirates
2561,2023-06-26,02:17,4522.0,3.0,22.0,63.0,DXB,LHR,B,4938.0,890.0,Airbus A320,B,D,American Airlines
2564,2023-06-14,22:57,2918.0,2.0,22.0,84.0,JFK,CDG,A,1456.0,309.0,Boeing 737,D,B,Qantas
2567,2023-06-07,08:47,4464.0,3.0,27.0,142.0,ORD,HND,A,2013.0,372.0,Boeing 777,A,A,American Airlines
2569,2023-06-23,06:24,4925.0,1.0,28.0,95.0,JFK,SIN,A,3177.0,152.0,Boeing 777,D,D,Qantas
2570,2023-06-26,23:20,3263.0,2.0,23.0,122.0,LHR,LAX,A,3249.0,892.0,Boeing 777,A,C,British Airways
2571,2023-06-13,02:00,3713.0,1.0,15.0,113.4,DXB,SIN,B,2860.0,635.0,Boeing 777,C,A,British Airways
2572,2023-06-24,01:45,3902.0,5.0,20.0,190.05,SYD,LAX,B,2767.0,932.0,Boeing 737,C,C,American Airlines
2573,2023-06-08,22:26,4579.0,10.0,27.0,56.7,AMS,HND,B,3958.0,672.0,Airbus A380,B,C,Emirates
2577,2023-07-05,03:19,1491.0,10.0,27.0,177.45000000000002,SYD,CDG,B,2233.0,676.0,Airbus A380,D,B,British Airways
2579,2023-06-23,23:36,3811.0,7.0,18.0,183.75,DXB,LAX,B,4162.0,889.0,Boeing 737,B,C,Emirates
2580,2023-06-25,15:12,2461.0,5.0,12.0,127.05,DXB,CDG,B,3275.0,822.0,Airbus A380,B,D,American Airlines
2584,2023-06-12,03:19,1412.0,3.0,18.0,185.85,AMS,BOG,B,3235.0,257.0,Boeing 777,D,A,British Airways
2592,2023-06-21,12:19,3265.0,4.0,29.0,129.15,AMS,BOG,B,1549.0,604.0,Airbus A320,B,D,British Airways
2594,2023-06-14,00:57,1833.0,3.0,20.0,125.0,ORD,HND,A,3348.0,554.0,Airbus A380,A,C,Qantas
2595,2023-06-29,20:50,1244.0,1.0,12.0,179.0,LHR,SIN,A,3293.0,193.0,Airbus A380,A,A,Emirates
2596,2023-06-10,00:02,4279.0,1.0,29.0,87.15,AMS,LHR,B,4299.0,235.0,Boeing 737,D,C,British Airways
2599,2023-06-24,14:01,2341.0,7.0,17.0,132.3,AMS,LHR,B,2753.0,357.0,Airbus A320,B,C,Qantas
2600,2023-06-24,16:34,2330.0,7.0,21.0,133.0,JFK,SIN,A,4101.0,217.0,Boeing 777,D,A,Emirates
2601,2023-06-12,08:10,4605.0,1.0,17.0,60.0,LHR,HND,A,2908.0,763.0,Airbus A320,C,C,American Airlines
2604,2023-06-29,07:20,4398.0,10.0,10.0,83.0,JFK,BOG,A,1201.0,185.0,Boeing 777,B,B,Emirates
2605,2023-06-27,22:01,3380.0,7.0,27.0,158.0,ORD,SIN,A,4559.0,506.0,Airbus A380,B,C,American Airlines
2607,2023-06-28,18:44,2742.0,8.0,10.0,96.6,DXB,SIN,B,1942.0,746.0,Airbus A380,B,B,Qantas
2608,2023-06-09,12:49,3382.0,10.0,27.0,66.15,DXB,SIN,B,3335.0,892.0,Boeing 777,D,C,Emirates
2609,2023-07-03,06:02,1058.0,8.0,24.0,94.5,DXB,HND,B,2221.0,998.0,Boeing 777,D,C,British Airways
2610,2023-06-09,23:45,3022.0,8.0,28.0,102.0,JFK,CDG,A,4092.0,871.0,Airbus A380,B,D,British Airways
2614,2023-06-21,04:23,3563.0,6.0,26.0,97.65,DXB,HND,B,4776.0,534.0,Airbus A320,B,B,British Airways
2616,2023-06-10,16:06,2803.0,5.0,14.0,68.0,LHR,BOG,A,1835.0,130.0,Airbus A380,A,D,Qantas
2617,2023-06-25,21:24,3822.0,6.0,15.0,78.0,JFK,HND,A,3173.0,588.0,Boeing 777,C,C,British Airways
2620,2023-06-21,06:14,4566.0,1.0,24.0,86.10000000000001,SYD,CDG,B,3755.0,672.0,Boeing 777,D,D,American Airlines
2621,2023-06-26,13:43,4011.0,1.0,13.0,110.0,LHR,BOG,A,2054.0,412.0,Airbus A320,D,C,British Airways
2623,2023-06-23,22:57,2938.0,9.0,18.0,142.8,SYD,LAX,B,4391.0,580.0,Boeing 777,B,C,American Airlines
2626,2023-06-20,09:47,1031.0,4.0,28.0,59.85,DXB,LAX,B,4534.0,103.0,Boeing 777,C,A,American Airlines
2627,2023-06-11,20:52,4060.0,8.0,28.0,151.0,LHR,HND,A,3681.0,456.0,Airbus A320,A,B,Qantas
2629,2023-06-10,09:09,3039.0,9.0,24.0,51.0,ORD,HND,A,1932.0,816.0,Boeing 737,D,C,American Airlines
2634,2023-06-09,05:15,1065.0,5.0,18.0,66.15,SYD,CDG,B,1488.0,671.0,Airbus A320,D,A,Qantas
2636,2023-06-18,12:41,4554.0,2.0,21.0,85.0,JFK,BOG,A,4709.0,409.0,Boeing 737,B,C,Qantas
2638,2023-06-16,06:01,4295.0,3.0,10.0,80.0,ORD,BOG,A,4853.0,170.0,Boeing 777,A,C,Emirates
2643,2023-06-19,03:03,1798.0,9.0,19.0,91.0,LHR,SIN,A,2795.0,181.0,Boeing 737,A,C,British Airways
2646,2023-07-05,19:30,2141.0,8.0,27.0,155.0,LHR,LAX,A,3617.0,810.0,Boeing 737,C,D,British Airways
2647,2023-07-01,00:26,2008.0,6.0,21.0,206.85,SYD,LAX,B,1566.0,456.0,Boeing 737,A,A,American Airlines
2649,2023-06-24,21:59,2714.0,6.0,19.0,74.0,ORD,HND,A,1259.0,468.0,Airbus A380,A,A,Qantas
2651,2023-07-05,23:38,1132.0,2.0,22.0,57.75,SYD,LAX,B,3526.0,409.0,Boeing 777,A,B,Qantas
2652,2023-06-28,22:56,4999.0,3.0,11.0,119.0,LHR,BOG,A,2800.0,258.0,Boeing 737,A,C,Emirates
2655,2023-06-20,21:56,3554.0,5.0,14.0,117.6,AMS,LAX,B,2667.0,131.0,Airbus A380,B,C,Emirates
2657,2023-06-24,03:52,2795.0,2.0,16.0,135.45000000000002,AMS,LAX,B,2557.0,291.0,Airbus A320,D,A,Qantas
2658,2023-06-17,21:47,1898.0,6.0,23.0,69.0,JFK,BOG,A,3057.0,723.0,Airbus A380,C,A,Emirates
2661,2023-06-18,19:10,2341.0,7.0,15.0,185.0,ORD,LAX,A,4234.0,674.0,Boeing 737,D,A,Qantas
2664,2023-06-10,04:31,3230.0,9.0,13.0,88.2,DXB,LAX,B,2551.0,238.0,Airbus A320,C,D,Qantas
2666,2023-06-23,18:09,2891.0,10.0,26.0,173.25,AMS,SIN,B,4471.0,305.0,Boeing 777,B,D,British Airways
2667,2023-06-14,14:36,4234.0,8.0,12.0,107.1,SYD,CDG,B,2727.0,495.0,Boeing 777,B,C,American Airlines
2674,2023-06-07,04:55,2290.0,5.0,10.0,158.0,JFK,SIN,A,4826.0,102.0,Airbus A380,D,C,Emirates
2675,2023-06-16,07:55,4641.0,4.0,28.0,74.55,AMS,HND,B,2107.0,943.0,Boeing 737,B,C,Qantas
2676,2023-06-22,13:43,3589.0,7.0,21.0,123.0,ORD,HND,A,4515.0,491.0,Airbus A380,C,B,American Airlines
2677,2023-06-29,11:41,3546.0,4.0,14.0,113.0,LHR,HND,A,3689.0,446.0,Boeing 737,C,A,American Airlines
2678,2023-06-15,22:28,4773.0,8.0,23.0,60.900000000000006,DXB,BOG,B,3686.0,910.0,Airbus A380,A,B,British Airways
2679,2023-06-17,14:42,2220.0,4.0,19.0,118.0,LHR,SIN,A,3247.0,635.0,Airbus A320,A,D,Emirates
2682,2023-06-08,19:54,3922.0,8.0,25.0,186.0,JFK,LHR,A,4760.0,184.0,Airbus A380,D,C,British Airways
2683,2023-07-04,01:27,1960.0,5.0,16.0,71.4,DXB,SIN,B,1218.0,614.0,Boeing 737,A,D,Emirates
2685,2023-06-07,09:08,1096.0,8.0,16.0,82.95,SYD,BOG,B,1704.0,190.0,Airbus A380,C,C,American Airlines
2686,2023-06-21,17:39,1182.0,8.0,29.0,160.0,JFK,SIN,A,4389.0,297.0,Airbus A380,A,D,Qantas
2687,2023-06-11,04:15,3020.0,9.0,15.0,115.0,ORD,LAX,A,4765.0,668.0,Boeing 777,D,A,Emirates
2694,2023-06-20,01:37,3967.0,9.0,20.0,160.0,ORD,LHR,A,2803.0,149.0,Airbus A320,D,D,Qantas
2695,2023-06-23,21:00,3145.0,1.0,17.0,115.5,AMS,SIN,B,1609.0,505.0,Boeing 737,C,A,American Airlines
2696,2023-06-28,00:00,3551.0,2.0,28.0,65.0,ORD,LHR,A,2133.0,118.0,Boeing 737,C,B,Emirates
2697,2023-06-07,23:14,2939.0,10.0,25.0,57.75,AMS,BOG,B,3885.0,438.0,Airbus A320,D,C,American Airlines
2700,2023-06-25,10:36,4052.0,10.0,29.0,182.7,SYD,LHR,B,3578.0,461.0,Boeing 777,C,C,American Airlines
2702,2023-07-05,00:09,2364.0,8.0,17.0,102.0,JFK,BOG,A,3006.0,884.0,Airbus A380,A,B,Emirates
2705,2023-06-13,16:17,4687.0,9.0,19.0,137.55,DXB,SIN,B,4579.0,813.0,Boeing 737,D,C,Emirates
2706,2023-06-07,11:38,1666.0,2.0,24.0,171.0,JFK,SIN,A,3177.0,255.0,Boeing 737,A,D,Qantas
2709,2023-07-05,19:50,4528.0,6.0,29.0,123.9,SYD,CDG,B,4162.0,727.0,Airbus A380,D,D,British Airways
2710,2023-06-12,17:21,1857.0,2.0,18.0,69.3,DXB,BOG,B,2403.0,766.0,Boeing 737,C,A,American Airlines
2711,2023-06-24,09:10,1138.0,4.0,23.0,191.0,LHR,HND,A,2769.0,626.0,Airbus A320,A,C,Emirates
2714,2023-07-02,03:58,3763.0,4.0,14.0,141.75,SYD,LAX,B,1130.0,556.0,Boeing 777,B,A,Qantas
2717,2023-06-12,05:43,1635.0,5.0,16.0,159.6,AMS,BOG,B,1941.0,807.0,Boeing 737,C,C,Emirates
2720,2023-06-19,22:26,1220.0,5.0,25.0,185.0,JFK,BOG,A,1485.0,915.0,Airbus A320,C,C,American Airlines
2722,2023-06-14,19:19,3625.0,1.0,16.0,159.0,JFK,LHR,A,3348.0,262.0,Boeing 777,A,B,Emirates
2726,2023-07-04,01:05,1460.0,9.0,28.0,54.6,SYD,CDG,B,3843.0,809.0,Boeing 737,C,D,British Airways
2732,2023-06-20,00:46,4175.0,9.0,22.0,185.85,SYD,BOG,B,1500.0,234.0,Airbus A380,C,D,Qantas
2733,2023-07-02,08:37,1662.0,9.0,14.0,140.70000000000002,SYD,LAX,B,3859.0,423.0,Airbus A320,A,A,Qantas
2734,2023-06-21,17:27,3133.0,7.0,20.0,144.9,AMS,CDG,B,4511.0,252.0,Airbus A320,D,D,Qantas
2735,2023-07-03,12:02,2387.0,5.0,21.0,180.0,LHR,HND,A,4151.0,187.0,Boeing 737,D,B,Qantas
2738,2023-06-10,11:49,3243.0,1.0,23.0,130.0,JFK,HND,A,2557.0,283.0,Airbus A320,A,D,American Airlines
2739,2023-06-08,05:05,1818.0,9.0,29.0,154.0,ORD,LAX,A,3609.0,283.0,Airbus A380,D,B,Emirates
2741,2023-06-24,03:18,1331.0,9.0,19.0,186.9,DXB,LAX,B,2168.0,247.0,Boeing 777,B,A,Qantas
2745,2023-06-27,10:37,4119.0,4.0,21.0,105.0,AMS,CDG,B,4705.0,246.0,Boeing 737,B,B,Emirates
2751,2023-06-28,10:15,3198.0,8.0,20.0,79.0,JFK,SIN,A,3447.0,414.0,Boeing 737,C,C,American Airlines
2754,2023-07-02,21:21,3795.0,8.0,15.0,68.25,SYD,BOG,B,3635.0,744.0,Airbus A320,A,D,British Airways
2757,2023-06-08,06:54,2563.0,10.0,14.0,98.0,ORD,CDG,A,1803.0,897.0,Airbus A320,C,A,Emirates
2764,2023-06-22,09:23,2254.0,5.0,22.0,52.0,JFK,CDG,A,3445.0,530.0,Airbus A380,B,B,Emirates
2766,2023-06-22,11:57,2000.0,3.0,30.0,55.650000000000006,SYD,LHR,B,2258.0,820.0,Airbus A320,C,A,American Airlines
2767,2023-06-27,07:58,3777.0,2.0,12.0,70.35000000000001,DXB,CDG,B,1061.0,876.0,Boeing 737,A,D,British Airways
2770,2023-06-10,20:35,1456.0,9.0,19.0,197.4,AMS,BOG,B,2728.0,204.0,Boeing 737,A,A,American Airlines
2771,2023-07-03,14:46,3121.0,6.0,13.0,75.0,LHR,SIN,A,2821.0,462.0,Airbus A320,A,B,Emirates
2772,2023-06-25,10:53,4629.0,8.0,17.0,173.0,ORD,LAX,A,4072.0,864.0,Airbus A380,D,D,American Airlines
2775,2023-06-16,07:12,1637.0,6.0,19.0,200.0,ORD,CDG,A,1968.0,497.0,Airbus A320,D,C,British Airways
2779,2023-06-18,19:08,4468.0,10.0,11.0,177.0,LHR,LHR,A,1376.0,967.0,Boeing 737,A,C,Emirates
2783,2023-06-26,15:58,1667.0,10.0,10.0,196.35,SYD,CDG,B,1166.0,872.0,Boeing 777,B,D,American Airlines
